ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Qualidade dos dados georreferenciados;Código WDPA;Data da publicação no CNUC;Data da última certificação dos dados pelo Órgão Gestor
4.352;0787.51.4352;;PARQUE NATURAL MUNICIPAL RAIMUNDO TIVOTTO MASCARELLO;Municipal;Parque;Category II;MT;2022;2022;Decreto 013/2022 de 21/01/2022;Sem informação.;SAPEZAL (MT);Não;Sim;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO DE SAPEZAL - MT;1;28;28;309.237;;0;0;28;0;0;0;0;Cerrado;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555759026;09/05/2022 17:24:18;terça-feira, 10 de maio de 2022
3.196;0790.51.3196;;PARQUE NATURAL MUNICIPAL PARQUE FLORESTAL DE SINOP;Municipal;Parque;Category II;MT;2014;2014;Lei ordinária 2067/2014 de 09/12/2014;Sem informação.;SINOP (MT);Não;Sim;PREFEITURA DE SINOP - MT;1;106;106;104;;106;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555599951;24/08/2015 14:34:58;quarta-feira, 16 de setembro de 2015
3.773;0790.51.3773;;PARQUE NATURAL MUNICIPAL JARDIM BOTÂNICO;Municipal;Parque;Category II;MT;2018;2018;Lei ordinária 2606/2018 de 06/09/2018;Sem informação.;SINOP (MT);Não;Sim;PREFEITURA DE SINOP - MT;1;90;90;91;;90;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555682121;28/09/2018 09:32:06;quinta-feira, 20 de setembro de 2018
3.775;0792.51.3775;;PARQUE NATURAL MUNICIPAL CLAUDINO FRANCIO;Municipal;Parque;Category II;MT;2018;2018;Decreto 123 de 12/09/2018;Sem informação.;SORRISO (MT);Não;Não;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE SORRISO - MT;1;12;12;12;;0;0;12;0;0;0;0;Cerrado;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555682214;28/09/2018 11:22:26;sexta-feira, 31 de maio de 2019
4.329;0795.50.4329;;ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI DO MUNICÍPIO DE TACURU;Municipal;Área de Proteção Ambiental;Category V;MS;2003;2003;Decreto 023/2003 de 28/04/2003;Sem informação.;TACURU (MS);Sim;Sim;PREFEITURA MUNICIPAL DE TACURU - MS;1;178.509;178.509;178.303;;0;0;32.560;145.949;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555758890;21/03/2022 13:46:01;sexta-feira, 18 de março de 2022
3.546;0797.50.3546;;ESTAÇÃO ECOLÓGICA VEREDAS DE TAQUARUSSU;Municipal;Estação Ecológica;Category Ia;MS;2017;2017;Decreto 038/2017 de 24/03/2017;Sem informação.;TAQUARUSSU (MS);Não;Não;SECRETARIA DE MEIO AMBIENTE E TURISMO DE TAQUARUSSU - MS;1;3.037;3.037;3.066;;0;0;0;3.037;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636555;15/08/2017 15:20:44;quarta-feira, 16 de agosto de 2017
4.836;0803.33.4836;;REFÚGIO DE VIDA SILVESTRE DE MACACU;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2012;2023;Decreto 2892 de 04/06/2012;Regulamentação: Decreto 4.658 de 31/03/2023;CACHOEIRAS DE MACACU (RJ);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CACHOEIRAS DE MACACU - RJ;1;1.955;1.955;1.956;;0;0;0;1.955;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;Sem informação.;16/09/2024 11:47:14;segunda-feira, 19 de agosto de 2024
4.878;0803.33.4878;;REFÚGIO DE VIDA SILVESTRE DE SANTA FÉ;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2017;2024;Decreto 3.566 de 05/07/2017;Regulamentação: Decreto 4.657 de 31/03/2023 - Regulamentação: Decreto 5017 de 27/03/2024;CACHOEIRAS DE MACACU (RJ);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CACHOEIRAS DE MACACU - RJ;1;3.173;3.173;3.175;;0;0;0;3.173;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;Sem informação.;23/09/2024 10:28:55;quarta-feira, 17 de julho de 2024
4.903;0803.33.4903;;PARQUE NATURAL MUNICIPAL DA COLINA DO CONDE;Municipal;Parque;Category II;RJ;2022;2022;Decreto 4.602 de 29/12/2022;Sem informação.;CACHOEIRAS DE MACACU (RJ);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CACHOEIRAS DE MACACU - RJ;1;33;33;33;;0;0;0;33;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;Sem informação.;30/09/2024 10:33:40;terça-feira, 24 de setembro de 2024
3.616;0805.51.3616;;PARQUE NATURAL MUNICIPAL VALE DO ESPERANÇA;Municipal;Parque;Category II;MT;2017;2018;Decreto 69/2017 de 21/09/2017;Alteração de nome: Decreto 45/2018 de 19/06/2018 - Redução: Lei ordinária 1.396/2018 de 26/07/2018 - Ampliação: Decreto 69/2018 de 05/09/2018;TERRA NOVA DO NORTE (MT);Não;Não;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO DE TERRA NOVA DO NORTE - MT;1;117;117;203;;117;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682274;19/09/2018 10:10:09;terça-feira, 18 de setembro de 2018
1.851;0810.24.1851;;PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE;Municipal;Parque;Category II;RN;2006;2011;Decreto 8078 de 13/12/2006;Alteração de nome: Decreto 9481 de 25/08/2011;NATAL (RN);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E URBANISMO DE NATAL - RN;0;62;62;62;;0;0;0;62;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono é uma representação esquemática da localização da UC;555682401;06/09/2011 12:39:29;segunda-feira, 29 de agosto de 2011
3.865;0815.52.3865;;ÁREA DE PROTECAO AMBIENTAL MUNICIPAL PIRACANJUBINHA;Municipal;Área de Proteção Ambiental;Category V;GO;2018;2018;Decreto 146/2018 de 27/04/2018;Sem informação.;GAMELEIRA DE GOIÁS (GO);Não;Não;PREFEITURA MUNICIPAL DE GAMELEIRA DE GOIÁS - GO;1;925;925;927;;0;0;925;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682115;26/03/2019 11:39:06;segunda-feira, 25 de março de 2019
1.865;0820.42.1865;;ÁREA DE PROTEÇÃO AMBIENTAL DO BRILHANTE;Municipal;Área de Proteção Ambiental;Category V;SC;1993;1993;Lei ordinária 2832 de 22/09/1993;Sem informação.;ITAJAÍ (SC);Não;Não;FUNDAÇÃO DO MEIO AMBIENTE DE ITAJAÍ - SC;1;2.015;2.015;2.015;;0;0;0;2.015;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576333;21/01/2011 14:30:18;terça-feira, 1 de fevereiro de 2011
1.866;0820.42.1866;;PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA;Municipal;Parque;Category II;SC;2006;2012;Decreto 7954 de 24/07/2006;Retificação: Decreto 9827 de 17/10/2012;ITAJAÍ (SC);Não;Não;FUNDAÇÃO DO MEIO AMBIENTE DE ITAJAÍ - SC;1;10;10;12;;0;0;0;10;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;;Polígono corresponde ao memorial descritivo;555576425;16/11/2012 11:15:28;terça-feira, 13 de novembro de 2012
1.906;0820.42.1906;;PARQUE NATURAL MUNICIPAL DO ATALAIA;Municipal;Parque;Category II;SC;2007;2007;Decreto 8107 de 25/01/2007;Sem informação.;ITAJAÍ (SC);Sim;Sim;FUNDAÇÃO DO MEIO AMBIENTE DE ITAJAÍ - SC;0;20;20;20;;0;0;0;20;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;;Polígono é uma representação esquemática da localização da UC;555682360;21/01/2011 14:23:25;sexta-feira, 21 de janeiro de 2011
3.770;0830.42.3770;;REFÚGIO DE VIDA SILVESTRE DE ITAPEMA;Municipal;Refúgio de Vida Silvestre;Category III;SC;2012;2021;Decreto 087/2012 de 14/12/2012;Deliberação: Portaria 13/2021 de 14/10/2021;ITAPEMA (SC);Sim;Sim;FUNDAÇÃO AMBIENTAL ÁREA COSTEIRA DE ITAPEMA - SC;1;2.601;2.601;2.602;;0;0;0;2.601;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682270;19/10/2018 15:10:59;segunda-feira, 17 de agosto de 2020
2.845;0830.50.2845;;PARQUE NATURAL MUNICIPAL DAS CAPIVARAS;Municipal;Parque;Category II;MS;2001;2018;Lei ordinária Lei 1.727 de 01/10/2001;Recategorização: Lei ordinária 2410/2009 de 15/12/2009 - Recategorização: Lei ordinária 3453/2018 de 02/10/2018;TRÊS LAGOAS (MS);Sim;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE TRÊS LAGOAS - MS;1;56;56;71;;0;0;5;51;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555636614;18/12/2015 10:34:46;quinta-feira, 18 de fevereiro de 2021
2.846;0830.50.2846;;ÁREA DE PROTEÇÃO AMBIENTAL JUPIÁ;Municipal;Área de Proteção Ambiental;Category V;MS;2009;2009;Lei ordinária LEI 2.411 de 15/12/2009;Sem informação.;TRÊS LAGOAS (MS);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE TRÊS LAGOAS - MS;0;184;184;184;;0;0;184;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682407;04/06/2013 17:10:39;segunda-feira, 22 de abril de 2013
2.847;0830.50.2847;;PARQUE NATURAL MUNICIPAL DO POMBO;Municipal;Parque;Category II;MS;2006;2013;Decreto 105/2006 de 09/11/2006;Regulamentação: Decreto 108/2006 de 14/11/2006 - Revisão dos limites: Decreto 004/2007 de 16/01/2007 - Ampliação: Decreto 169/2013 de 15/07/2013 - Revisão dos limites: Decreto 177/2013 de 19/07/2013 - Ampliação: Decreto 168/2013 de 15/07/2013;TRÊS LAGOAS (MS);Sim;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE TRÊS LAGOAS - MS;1;8.033;8.033;3.300;;0;0;8.033;0;0;0;0;Cerrado;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555636566;18/12/2015 10:25:34;quarta-feira, 7 de outubro de 2015
3.878;0830.52.3878;;ÁREA DE PROTEÇÃO AMBIENTAL VALE DO RIO MANSO;Municipal;Área de Proteção Ambiental;Category V;GO;2018;2018;Decreto 215/2018 de 24/08/2018;Sem informação.;DIVINÓPOLIS DE GOIÁS (GO);Não;Não;SECRETARIA DE MEIO AMBIENTE E AGRICULTURA DE DIVINÓPOLIS DE GOIÁS - GO;1;5.251;5.251;5.383;;0;0;5.251;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;Serra do Espinhaço;Cerrado;Polígono é uma estimativa dos limites da UC;555682303;10/06/2019 16:16:09;quinta-feira, 30 de maio de 2019
2.049;0845.42.2049;;PARQUE NATURAL MUNICIPAL CARIJÓS;Municipal;Parque;Category II;SC;2011;2011;Lei ordinária 330 de 23/03/2011;Sem informação.;ITAPOÁ (SC);Sim;Não;SECRETARIA DE MEIO AMBIENTE DE ITAPOÁ - SC;1;52;52;40;;0;0;0;52;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555682455;03/05/2011 09:57:41;segunda-feira, 12 de dezembro de 2022
3.219;0850.35.3219;;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO PALMITAL;Municipal;Área de Proteção Ambiental;Category V;SP;2008;2008;Lei complementar 276/2008 de 02/12/2008;Sem informação.;CAÇAPAVA (SP);Sim;Sim;SECRETARIA DE PLANEJAMENTO E MEIO AMBIENTE DE CAÇAPAVA - SP;1;5.767;5.767;5.795;;0;0;0;5.767;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555758897;10/01/2022 15:29:00;segunda-feira, 3 de janeiro de 2022
3.220;0850.35.3220;;REFÚGIO DE VIDA SILVESTRE DA MATA DA REPRESA;Municipal;Refúgio de Vida Silvestre;Category III;SP;2008;2008;Lei complementar 276/2008 de 02/12/2008;Sem informação.;CAÇAPAVA (SP);Não;Não;SECRETARIA DE PLANEJAMENTO E MEIO AMBIENTE DE CAÇAPAVA - SP;1;871;871;867.346;;0;0;0;871;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555759040;10/01/2022 15:35:07;segunda-feira, 3 de janeiro de 2022
3.818;0850.52.3818;;AREA DE RELEVANTE INTERESSE ECOLOGICO MATA DAS PEROBAS TIM FERREIRA;Municipal;Área de Relevante Interesse Ecológico;Category IV;GO;2018;2018;Decreto 0051/2018 de 20/11/2018;Sem informação.;GOIANDIRA (GO);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE GOIANDIRA - GO;1;59;59;59;;0;0;59;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555682247;21/11/2018 10:55:50;terça-feira, 20 de novembro de 2018
3.847;0860.29.3847;;MONUMENTO NATURAL PENÍNSULA DA SIRIBINHA;Municipal;Monumento Natural;Category III;BA;2020;2018;Lei ordinária 968 de 30/07/2020;Regulamentação: Decreto 070 de 06/12/2018;CONDE (BA);Não;Não;PREFEITURA MUNICIPAL DE CONDE - BA;1;58;55;58;;0;0;0;55;0;0;4;Mata Atlântica;6,3%;Proteção Integral;1;0;;1;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555682119;20/05/2019 15:41:13;quarta-feira, 22 de maio de 2019
4.785;0877.43.4785;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO - MORRO FERRABRAZ - ARARICÁ;Municipal;Área de Relevante Interesse Ecológico;Category IV;RS;2019;2020;Lei ordinária LEI MUNICIPAL Nº 1.516, DE 23/12/2019 de 23/12/2019;Regulamentação: Decreto DECRETO MUNICIPAL Nº 049/2020 de 02/06/2020;ARARICÁ (RS);Não;Não;PREFEITURA MUNICIPAL DE ARARICÁ - RS;1;390;390;588;;0;0;0;390;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;Sem informação.;17/09/2024 15:51:13;terça-feira, 10 de setembro de 2024
3.401;0890.42.3401;;PARQUE NATURAL MUNICIPAL MORRO DOS STINGHEN;Municipal;Parque;Category II;SC;2015;2016;Lei ordinária  7180/2015 de 18/12/2015;Sem informação.;JARAGUÁ DO SUL (SC);Não;Não;FUNDAÇÃO JARAGUAENSE DE MEIO AMBIENTE - SC;1;41;41;41;;0;0;0;41;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636590;15/12/2016 15:52:26;terça-feira, 31 de maio de 2022
2.923;0910.42.2923;;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DONA FRANCISCA;Municipal;Área de Proteção Ambiental;Category V;SC;1997;1997;Decreto 8055 de 15/03/1997;Sem informação.;JOINVILLE (SC);Sim;Sim;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE JOINVILLE - SC;1;40.492;40.492;40.178;;0;0;0;40.492;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576231;08/11/2013 11:18:55;terça-feira, 30 de novembro de 2021
2.924;0910.42.2924;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO MORRO DO BOA VISTA;Municipal;Área de Relevante Interesse Ecológico;Category IV;SC;2003;2014;Decreto 11005 de 07/03/2003;Retificação: Decreto 23533 de 11/12/2014;JOINVILLE (SC);Sim;Não;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE JOINVILLE - SC;1;391;391;390;;0;0;0;391;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555758938;27/12/2021 11:57:47;segunda-feira, 13 de dezembro de 2021
2.925;0910.42.2925;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO MORRO DO IRIRIÚ;Municipal;Área de Relevante Interesse Ecológico;Category IV;SC;2012;2012;Decreto 19.665 de 09/10/2012;Sem informação.;JOINVILLE (SC);Não;Não;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE JOINVILLE - SC;1;498;498;526;;0;0;0;498;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576451;08/11/2013 16:21:01;terça-feira, 30 de novembro de 2021
2.926;0910.42.2926;;PARQUE NATURAL MUNICIPAL DA CAIEIRA;Municipal;Parque;Category II;SC;2004;2004;Decreto 11734 de 11/03/2004;Sem informação.;JOINVILLE (SC);Sim;Sim;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE JOINVILLE - SC;1;142;142;128;;0;0;0;142;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576318;24/10/2013 15:09:26;terça-feira, 30 de novembro de 2021
2.927;0910.42.2927;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DA ILHA DO MORRO DO AMARAL;Municipal;Reserva de Desenvolvimento Sustentável;Category VI;SC;1989;2012;Decreto 6.182 de 11/08/1989;Recategorização: Lei ordinária 7.208 de 12/04/2012 - Deliberação: Decreto 3.024 de 27/02/1975;JOINVILLE (SC);Não;Sim;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE JOINVILLE - SC;1;345;345;336;;0;0;0;345;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576226;08/11/2013 11:39:38;terça-feira, 30 de novembro de 2021
4.100;0910.43.4100;;PARQUE NATURAL MUNICIPAL DOS PINHEIROS;Municipal;Parque;Category II;RS;2020;2020;Decreto 66/2020 de 06/03/2020;Sem informação.;GRAMADO (RS);Não;Não;SECRETARIA MUNICIPAL DO MEIO AMBIENTE DE GRAMADO - RS;1;117;117;134;;0;0;0;117;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555759015;26/02/2021 14:32:18;quinta-feira, 31 de março de 2022
3.584;0910.52.3584;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO LAGO DOS BURITIS;Municipal;Área de Relevante Interesse Ecológico;Category IV;GO;2017;2017;Decreto 13.668/17 de 29/09/2017;Sem informação.;GOIATUBA (GO);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE CIDADANIA E COSTUMES DE GOIATUBA - GO;1;5;5;5;;0;0;5;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555682319;27/11/2017 15:55:26;terça-feira, 21 de novembro de 2017
1.727;0930.25.1727;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA BARRA DO RIO CAMARATUBA;Municipal;Área de Relevante Interesse Ecológico;Category IV;PB;1998;2009;Lei complementar 001/98 de 02/04/1998;Recategorização: Lei ordinária 272/2008 de 04/12/2008;MATARACA (PB);Não;Sim;PREFEITURA DE MATARACA - PB;1;168;168;167;;0;0;0;168;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;478455;21/11/2022 13:00:00;quarta-feira, 18 de março de 2009
3.122;0930.42.3122;;PARQUE NATURAL MUNICIPAL JOÃO JOSÉ THEODORO DA COSTA NETO;Municipal;Parque;Category II;SC;2005;2007;Lei complementar 288 de 30/03/2005;Sem informação.;LAGES (SC);Sim;Não;SECRETARIA MUNICIPAL DO MEIO AMBIENTE E SERVIÇOS PÚBLICOS DE LAGES - SC;0;234;234;234;;0;0;0;234;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682423;18/09/2017 11:54:44;terça-feira, 29 de agosto de 2017
4.175;0930.43.4175;;PARQUE NATURAL MUNICIPAL MORRO JOSÉ LUTZENBERGER;Municipal;Parque;Category II;RS;2013;2021;Decreto 116/2013 de 04/12/2013;Regulamentação: Decreto 065 de 06/05/2021;GUAÍBA (RS);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE, PLANEJAMENTO E GESTÃO TERRITORIAL DE GUAÍBA - RS;1;21;21;21;;0;0;0;0;21;0;0;Pampa;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555759023;18/08/2021 09:46:12;quarta-feira, 18 de agosto de 2021
3.551;0940.41.3551;;PARQUE NATURAL MUNICIPAL DAS ARAUCARIAS;Municipal;Parque;Category II;PR;1991;2017;Lei ordinária 198 de 01/07/1991;Alteração de nome: Lei ordinária 2630 de 07/06/2017;GUARAPUAVA (PR);Sim;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE GUARAPUAVA - PR;0;100;100;100;;0;0;0;100;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682454;26/09/2017 17:04:11;segunda-feira, 18 de setembro de 2017
1.570;0950.35.1570;;AREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS;Municipal;Área de Proteção Ambiental;Category V;SP;2001;2001;Lei ordinária 10.850 de 07/06/2001;Sem informação.;CAMPINAS (SP);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;22.295;22.295;22.300;;0;0;0;22.295;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576223;18/04/2011 17:13:21;terça-feira, 4 de dezembro de 2007
2.631;0950.35.2631;;PARQUE NATURAL MUNICIPAL DOS JATOBÁS;Municipal;Parque;Category II;SP;2011;2011;Decreto 17.355/11 de 18/06/2011;Sem informação.;CAMPINAS (SP);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;107;107;107;;0;0;0;107;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576278;23/07/2012 11:38:04;sexta-feira, 20 de julho de 2012
2.637;0950.35.2637;;PARQUE NATURAL MUNICIPAL DO CAMPO GRANDE;Municipal;Parque;Category II;SP;2011;2011;Decreto 17.356/11 de 18/06/2011;Sem informação.;CAMPINAS (SP);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;136;136;136;;0;0;0;136;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576429;23/07/2012 11:37:28;sexta-feira, 20 de julho de 2012
2.638;0950.35.2638;;ÁREA DE PROTEÇÃO AMBIENTAL DO CAMPO GRANDE;Municipal;Área de Proteção Ambiental;Category V;SP;2011;2011;Decreto 17.357/11 de 18/06/2011;Sem informação.;CAMPINAS (SP);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;945;945;960;;0;0;0;945;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576386;23/07/2012 11:38:38;sexta-feira, 20 de julho de 2012
4.945;0951.33.4945;;PARQUE NATURAL MUNICIPAL FAZENDA DAS LARANJEIRAS;Municipal;Parque;Category II;RJ;2024;2024;Decreto 2445 de 03/04/2024;Sem informação.;COMENDADOR LEVY GASPARIAN (RJ);Não;Não;PREFEITURA MUNICIPAL DE COMENDADOR LEVY GASPARIAN - RJ;1;13;13;13;;0;0;0;13;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;Sem informação.;11/11/2024 11:14:18;segunda-feira, 11 de novembro de 2024
4.314;0960.43.4314;;PARQUE NATURAL MUNICIPAL LOGEMANN;Municipal;Parque;Category II;RS;2021;2021;Lei ordinária 4036 de 14/09/2021;Sem informação.;HORIZONTINA (RS);Não;Não;PREFEITURA MUNICIPAL DE HORIZONTINA - RS;1;15;15;15;;0;0;0;15;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555759021;20/12/2021 09:20:21;sexta-feira, 17 de dezembro de 2021
3.857;0993.52.3857;;ÁREA DE PROTEÇÃO AMBIENTAL INACIOLÂNDIA;Municipal;Área de Proteção Ambiental;Category V;GO;2018;2019;Decreto 0261/2018 de 09/11/2018;Redução: Lei ordinária 863/2019 de 05/06/2019;INACIOLÂNDIA (GO);Não;Não;PREFEITURA MUNICIPAL DE INACIOLÂNDIA - GO;1;108;108;13.390;;0;0;108;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682263;07/03/2019 15:28:19;quinta-feira, 7 de março de 2019
